"","symbol","group","baseMean","logFC","lfcSE","stat","PValue","FDR"
"ENSG00000213281","NRAS","protein_coding",2774.48976797245,0.354889321898163,0.18203595886704,1.94955614323088,0.0512290449698625,0.0804903808255297
"ENSG00000281332","LINC00997","long_non_coding",175.384186125401,0.469084857218299,0.240692842821999,1.94889408309164,0.0513080748352726,0.0806060127059383
"ENSG00000267244","AC012615.6","long_non_coding",61.3855970068015,0.599231422705327,0.307519308279254,1.9485977191428,0.0513434847415712,0.0806530995220276
"ENSG00000106261","ZKSCAN1","protein_coding",5438.3284520295,-0.489487409467338,0.251234509952175,-1.94832871312352,0.0513756436003954,0.0806950699863459
"ENSG00000169635","HIC2","protein_coding",257.072686658433,0.479390741688893,0.246242435551769,1.9468242369139,0.0515558101918357,0.0809694808095412
"ENSG00000278071","AL161669.3","long_non_coding",95.9500591422667,1.04705959037222,0.537944655538843,1.94640764545454,0.0516057919391007,0.0810393971456581
"ENSG00000111667","USP5","protein_coding",4014.00160287884,0.281754724476333,0.14476273365221,1.94632083387734,0.0516162125093601,0.0810471801756118
"ENSG00000120784","ZFP30","protein_coding",309.892901379446,0.60003887958892,0.308319364547896,1.94616021108109,0.0516354977737349,0.0810688793246572
"ENSG00000124541","RRP36","protein_coding",1458.91188237987,0.351810758292741,0.180793569235491,1.9459251774298,0.051663728085069,0.081104616316442
"ENSG00000158290","CUL4B","protein_coding",2808.45496196748,0.269554526592538,0.138647252057388,1.94417503839864,0.0518743468191631,0.0814266390117289
"ENSG00000084444","FAM234B","protein_coding",223.44809585803,-0.673126268035896,0.346272379331122,-1.94392134115964,0.0519049372901958,0.0814660349088026
"ENSG00000138032","PPM1B","protein_coding",1380.79791005513,-0.372143977471337,0.191531646044739,-1.94298950150728,0.0520174268047723,0.08163395136688
"ENSG00000273032","DGCR5","long_non_coding",626.163868691764,0.914583021137187,0.47073970746261,1.9428635541858,0.0520326465047364,0.0816491973083211
"ENSG00000081307","UBA5","protein_coding",1638.93088368354,-0.374310418082275,0.192667616470636,-1.94277805963994,0.0520429799411059,0.081656773350945
"ENSG00000092871","RFFL","protein_coding",1224.18058958921,-0.594408819682774,0.305999746372918,-1.94251409266979,0.0520748955676154,0.0816982072201048
"ENSG00000198208","RPS6KL1","protein_coding",199.531766370545,0.807292854217102,0.415637490911185,1.94230037441355,0.0521007477315886,0.0817301206086644
"ENSG00000126581","BECN1","protein_coding",1625.99312791567,0.340633876510383,0.175398906765128,1.94205244942898,0.0521307511183024,0.081768538556119
"ENSG00000100564","PIGH","protein_coding",438.45226166043,-0.511287014081255,0.263331462140833,-1.94161005268642,0.0521843249885181,0.0818439154308661
"ENSG00000175356","SCUBE2","protein_coding",88.8834106946591,0.994083987591532,0.512092038472628,1.94122132919016,0.0522314370714821,0.0819088935665555
"ENSG00000176124","DLEU1","long_non_coding",118.080238842517,0.640365812933136,0.329885312777823,1.94117709436922,0.0522368004480885,0.0819088935665555
"ENSG00000171314","PGAM1","protein_coding",1280.35043910091,-0.428231439244119,0.220618410857476,-1.9410503302046,0.0522521728807107,0.0819243370155075
"ENSG00000119596","YLPM1","protein_coding",2218.31293955019,0.294258873872261,0.151613714780227,1.94084601316449,0.0522769579556553,0.0819545333895233
"ENSG00000138134","STAMBPL1","protein_coding",185.083171599303,0.815594670177703,0.420409169938859,1.94000209437943,0.052379435350783,0.0821065086792235
"ENSG00000174600","CMKLR1","protein_coding",325.262421402855,-0.706413828053259,0.36415549520525,-1.93986864774648,0.0523956551986962,0.082123254560611
"ENSG00000156261","CCT8","protein_coding",4693.87007873293,0.29995464111071,0.154675012414765,1.9392572622291,0.0524700201081716,0.0822311219615808
"ENSG00000071246","VASH1","protein_coding",395.907673398668,0.431075053991234,0.222316465752317,1.93901541450149,0.0524994612208534,0.0822685693425987
"ENSG00000198160","MIER1","protein_coding",1839.99274399988,-0.425573199536506,0.219578839412877,-1.9381339325521,0.0526068845503049,0.0824281968783142
"ENSG00000180745","CLRN3","protein_coding",1005.47616920495,-1.16714918105383,0.602274672389437,-1.93790181550111,0.0526352024410887,0.0824638557733419
"ENSG00000132475","H3-3B","protein_coding",20534.8531963538,0.368355700766204,0.190187869530523,1.93679913274956,0.0527699019869157,0.0826661582456626
"ENSG00000174444","RPL4","protein_coding",56961.7793362953,0.436153338253735,0.225236012060056,1.93642807943803,0.0528152931882297,0.0827285276763991
"ENSG00000197381","ADARB1","protein_coding",526.225006661642,-0.48315927175407,0.249798862112191,-1.93419324519209,0.0530893725977766,0.0831490574836559
"ENSG00000160325","CACFD1","protein_coding",3226.51442354696,-0.591994924046493,0.306104502939434,-1.93396346137262,0.0531176204680624,0.0831845155508712
"ENSG00000119487","MAPKAP1","protein_coding",2105.07395373755,-0.371456895226565,0.192091334917294,-1.93375143853572,0.0531436960762245,0.0832165646328718
"ENSG00000087253","LPCAT2","protein_coding",466.173125718058,0.900289254020473,0.465597428168043,1.9336216214999,0.0531596668896176,0.0832327857391331
"ENSG00000145819","ARHGAP26","protein_coding",1189.52891726146,0.638204352815137,0.33029501288514,1.93222521660378,0.0533317140588903,0.0834845364560909
"ENSG00000164306","PRIMPOL","protein_coding",196.727793702653,-0.381775248861099,0.197582553106088,-1.93223158046811,0.0533309289311538,0.0834845364560909
"ENSG00000173264","GPR137","protein_coding",1631.72390268952,0.439725992304248,0.227627763291093,1.93177662490107,0.0533870824026033,0.0835623898475529
"ENSG00000124587","PEX6","protein_coding",2194.40173551632,-0.59550111556789,0.308281093012899,-1.93168225059775,0.053398736853562,0.0835718122836373
"ENSG00000101161","PRPF6","protein_coding",6042.99492516578,0.286505841426575,0.148353287959904,1.93124025336068,0.0534533481642482,0.0836484553673907
"ENSG00000183023","SLC8A1","protein_coding",201.746640911191,-0.625642213103945,0.324074425936634,-1.93055101863014,0.0535386001678656,0.0837641896297239
"ENSG00000198929","NOS1AP","protein_coding",79.3117161253444,-0.954978805712077,0.494663139117873,-1.9305639134848,0.053537004151184,0.0837641896297239
"ENSG00000198890","PRMT6","protein_coding",558.380172241404,-0.594798127709374,0.308106074742831,-1.93049789169473,0.0535451761922739,0.0837656421562922
"ENSG00000070371","CLTCL1","protein_coding",247.333575388366,-0.6924581466955,0.358709816913994,-1.9304131474649,0.0535556671849746,0.0837732182754212
"ENSG00000110171","TRIM3","protein_coding",495.450751764994,0.352626796778328,0.182675184046758,1.93034866021029,0.053563651596107,0.0837768723477231
"ENSG00000270959","LPP-AS2","long_non_coding",99.8558771433587,-0.553889766894377,0.286983307722002,-1.9300417550101,0.0536016643143379,0.0838274868315332
"ENSG00000077454","LRCH4","protein_coding",457.65105515881,0.480511395386587,0.249102485683789,1.92897069681011,0.0537345001503734,0.084019612175268
"ENSG00000162585","FAAP20","protein_coding",1472.66793880899,-0.33114519160357,0.171670337248901,-1.92895987105477,0.0537358441946192,0.084019612175268
"ENSG00000146701","MDH2","protein_coding",10793.3905898124,-0.451543660565688,0.234164053592768,-1.92832184802781,0.0538151059144443,0.0841346738613933
"ENSG00000154553","PDLIM3","protein_coding",474.631310095535,0.674243189367476,0.349680963368503,1.92816670050448,0.0538343946656537,0.0841559592834081
"ENSG00000186854","TRABD2A","protein_coding",81.2375434099537,-0.951094950160077,0.493426400156402,-1.92753154241161,0.0539134210288807,0.0842706144694234
"ENSG00000196839","ADA","protein_coding",257.219039574276,0.633855223180333,0.328883408416424,1.9272946185773,0.0539429238761871,0.0843078447767763
"ENSG00000116922","C1orf109","protein_coding",485.489282698496,0.374344046823143,0.194248435794109,1.92714059854733,0.0539621103866741,0.084328945448862
"ENSG00000106948","AKNA","protein_coding",1068.42000315308,-0.484960960515813,0.25166761688309,-1.92698991837753,0.0539808863574945,0.0843494001742897
"ENSG00000001167","NFYA","protein_coding",1077.63268206662,0.365419844403999,0.189654398711872,1.92676703986789,0.0540086688245283,0.084383922469757
"ENSG00000127324","TSPAN8","protein_coding",4178.5138161496,1.51343013621462,0.785569902306744,1.9265378316692,0.054037252752599,0.0844196895751578
"ENSG00000184436","THAP7","protein_coding",1136.70549754698,-0.415557490312918,0.215749181771476,-1.9261138647241,0.0540901577881041,0.0844934407912753
"ENSG00000188897","AC099489.1","protein_coding",98.229435168718,-0.785398627296382,0.4078267833245,-1.92581424126687,0.0541275725913373,0.0845429819581629
"ENSG00000188818","ZDHHC11","protein_coding",216.715408525634,0.711366827314756,0.369412371305422,1.92567137045503,0.054145420864835,0.0845590318255695
"ENSG00000243970","PPIEL","pseudogene",155.873444654625,0.777405563290369,0.403712673536609,1.92564071987171,0.0541492505582024,0.0845590318255695
"ENSG00000163029","SMC6","protein_coding",1385.66280800305,-0.33736501429953,0.175203470118031,-1.92556125784641,0.0541591801394062,0.0845656342591507
"ENSG00000176182","MYPOP","protein_coding",320.587887083936,0.372037712919999,0.193224203591253,1.92541982839276,0.0541768569344633,0.0845843307423116
"ENSG00000247092","SNHG10","long_non_coding",138.838917905131,0.407003757866619,0.21140473111644,1.92523485977448,0.0541999828099159,0.0846115298428242
"ENSG00000103404","USP31","protein_coding",579.901264599181,-0.4558840294628,0.236876930971792,-1.92456068893044,0.0542843413908846,0.0847343034634393
"ENSG00000214783","POLR2J4","long_non_coding",67.7659718313621,0.771517165297442,0.401092016726359,1.92354156433835,0.0544120717777802,0.0849247446709498
"ENSG00000206530","CFAP44","protein_coding",301.904310714354,0.574594728310702,0.298773628306778,1.92317752931231,0.0544577582744918,0.0849871076101918
"ENSG00000133983","COX16","protein_coding",144.822464187939,0.398543321754933,0.207272763865,1.92279638831135,0.0545056258631635,0.0850528608945231
"ENSG00000125352","RNF113A","protein_coding",582.705420249449,0.373616369393768,0.194329197947473,1.92259512898703,0.0545309162260361,0.0850833736024161
"ENSG00000102241","HTATSF1","protein_coding",2841.09121950391,0.22956988123709,0.119425002863573,1.92229328643469,0.0545688642837822,0.0851336273332343
"ENSG00000170379","TCAF2","protein_coding",133.497383563675,-0.907881184943577,0.47241917136265,-1.92177041063951,0.0546346530708957,0.0852190129441888
"ENSG00000235098","ANKRD65","protein_coding",305.364730347539,1.23661956774693,0.643480497662031,1.92176697233243,0.0546350859011793,0.0852190129441888
"ENSG00000101473","ACOT8","protein_coding",639.17999639622,-0.298644963497461,0.155430551785401,-1.9214045119636,0.0546807301639644,0.0852633084306055
"ENSG00000156298","TSPAN7","protein_coding",549.95616179041,-1.05712757558393,0.550184221370078,-1.9214065662433,0.0546804713810402,0.0852633084306055
"ENSG00000164253","WDR41","protein_coding",1126.86653191113,0.362350487501234,0.18858185877365,1.92144933694897,0.0546750836767063,0.0852633084306055
"ENSG00000281404","LINC01176","long_non_coding",114.513473413299,0.636317662294052,0.331328646939214,1.92050300561784,0.054794393870774,0.0854315620615285
"ENSG00000033867","SLC4A7","protein_coding",579.066062113832,0.78218432769574,0.407435272989234,1.91977567861781,0.0548862402444664,0.0855657678480056
"ENSG00000132514","CLEC10A","protein_coding",216.693621142441,-0.975044107591096,0.508166426936563,-1.91874955901566,0.0550160362273552,0.0857591013477806
"ENSG00000173068","BNC2","protein_coding",84.9792567414961,0.925386295244634,0.482303661337775,1.91867980574287,0.0550248687438978,0.0857638559488747
"ENSG00000012048","BRCA1","protein_coding",472.614451972849,0.561390864266087,0.292755921536347,1.91760720439053,0.0551608359425309,0.0859667456866259
"ENSG00000224536","AC096677.1","long_non_coding",150.606471721324,-0.604535565241924,0.315423720064929,-1.91658244699378,0.0552909997424267,0.086160549293935
"ENSG00000110536","PTPMT1","protein_coding",55.1895856785249,-0.443833728560552,0.231583524915575,-1.91651685378894,0.0552993400448078,0.0861644932812889
"ENSG00000077254","USP33","protein_coding",2132.37659225504,0.30007582575353,0.156645710268674,1.91563385450422,0.0554117172081057,0.0863305241208639
"ENSG00000163155","LYSMD1","protein_coding",488.207420888691,0.434891985986638,0.227035327819875,1.91552561516626,0.0554255056494279,0.0863429366445031
"ENSG00000099942","CRKL","protein_coding",3159.35228424429,-0.262945819176547,0.137300500451346,-1.91511187732142,0.0554782374270499,0.0864160068806978
"ENSG00000101680","LAMA1","protein_coding",214.14958034005,1.41612037550593,0.739496441523678,1.91497929670645,0.0554951439534424,0.0864332642147913
"ENSG00000254838","GVINP1","pseudogene",103.105764159516,-0.93611276129059,0.489316804831726,-1.91310159807921,0.0557350472216659,0.0867977971851899
"ENSG00000162545","CAMK2N1","protein_coding",3941.73616488055,-0.522805951744464,0.27328569494821,-1.913038118748,0.0557431727021785,0.0868013372723056
"ENSG00000136250","AOAH","protein_coding",263.324128888836,-0.874672683917963,0.457325354508876,-1.91258296810873,0.0558014617969532,0.0868829814583676
"ENSG00000114209","PDCD10","protein_coding",1082.59169696071,0.329954918101196,0.172739074447504,1.9101348039321,0.0561158588292891,0.0873603937643474
"ENSG00000258056","AC009779.2","long_non_coding",181.949728106806,-0.425933521832182,0.22298973877882,-1.91010368532993,0.0561198646026633,0.0873603937643474
"ENSG00000182973","CNOT10","protein_coding",748.726523403402,-0.261882378028625,0.137121800657313,-1.90985223920088,0.0561522409946288,0.0874016201524121
"ENSG00000180822","PSMG4","protein_coding",568.76456802858,-0.350188489606517,0.183386165883646,-1.90956873938191,0.0561887632957764,0.0874492903675714
"ENSG00000135211","TMEM60","protein_coding",633.101910175491,-0.399096935675404,0.20901270538305,-1.9094386388808,0.0562055303133503,0.0874662077019842
"ENSG00000124788","ATXN1","protein_coding",1322.6481950247,-0.418821801819822,0.219374615283745,-1.90916255865842,0.0562411246218619,0.0875124171623432
"ENSG00000118058","KMT2A","protein_coding",2056.47613189912,0.336641433831775,0.176337342723527,1.90907625482132,0.0562522554019656,0.0875205551370978
"ENSG00000018625","ATP1A2","protein_coding",76.5405186663367,-0.970803998533109,0.508744795374499,-1.90823376938624,0.0563610088224548,0.0876805624978655
"ENSG00000166033","HTRA1","protein_coding",4961.99439469436,-0.543215444014204,0.284718447428369,-1.90790392726789,0.0564036346097224,0.0877284719516991
"ENSG00000272631","AC067750.1","long_non_coding",79.7330939749488,0.558243525839927,0.292593148195684,1.90791728816075,0.0564019074484107,0.0877284719516991
"ENSG00000168118","RAB4A","protein_coding",2433.21499327977,-0.389450837334317,0.204146849258495,-1.90769947588653,0.0564300695118935,0.0877603849219257
"ENSG00000130856","ZNF236","protein_coding",496.003413142117,0.321277781568883,0.168505066835134,1.90663573270009,0.0565677745387481,0.0879653210273341
"ENSG00000223891","OSER1-DT","long_non_coding",389.376633962653,-0.406452456442958,0.213296531298064,-1.90557461937801,0.0567054176575234,0.0881701179050621
"ENSG00000099810","MTAP","protein_coding",1059.5307679537,-0.493985818835582,0.259271788702026,-1.90528179447748,0.0567434506935869,0.0882200063613503
"ENSG00000121892","PDS5A","protein_coding",4091.94755992735,-0.312937497115916,0.164292991088073,-1.90475257065689,0.0568122418288537,0.0883176994870095
"ENSG00000197782","ZNF780A","protein_coding",459.288067017889,0.406733294797365,0.213543152221947,1.90468900812434,0.0568205086676874,0.0883212937077279
"ENSG00000117751","PPP1R8","protein_coding",1048.58346469945,-0.248243048895896,0.130341094585021,-1.90456470912915,0.056836677683852,0.0883371689622649
"ENSG00000038358","EDC4","protein_coding",1314.55416300586,0.355769663083984,0.186809645418412,1.9044501812909,0.0568515790406132,0.0883502035545569
"ENSG00000089009","RPL6","protein_coding",28290.168624585,0.473175306280741,0.24846310958923,1.9044086949689,0.0568569776785494,0.0883502035545569
"ENSG00000023608","SNAPC1","protein_coding",203.877233821854,0.448476269091978,0.235570651724985,1.90378668059019,0.0569379719068634,0.0884667923028072
"ENSG00000141905","NFIC","protein_coding",8470.56165938588,-0.573151536289816,0.301077024003388,-1.90367079051295,0.0569530728806568,0.0884809863795854
"ENSG00000267317","AC027307.2","long_non_coding",206.667734023468,0.557676639977025,0.292964027941682,1.90356694606901,0.0569666070871997,0.0884927436444644
"ENSG00000185475","TMEM179B","protein_coding",939.509067430783,-0.327707366600976,0.172203811220028,-1.90302040517708,0.0570378827120919,0.0885941854001202
"ENSG00000279861","AC073548.1","TEC",59.9393860144592,0.578816703648371,0.304183317803723,1.90285485682636,0.0570594868774799,0.0886184617137992
"ENSG00000256393","RPL41P5","pseudogene",173.139455330978,0.533929059971964,0.280802208116542,1.90144181398448,0.0572441670297713,0.0888959779484419
"ENSG00000068697","LAPTM4A","protein_coding",12632.545910405,-0.295191491206803,0.155266510942271,-1.90119227523929,0.0572768325337388,0.0889373932307803
"ENSG00000102804","TSC22D1","protein_coding",6064.9081825723,-0.575580618652005,0.302756024242381,-1.90113679849094,0.0572840967421656,0.088939361758589
"ENSG00000065833","ME1","protein_coding",910.617568916706,-1.00096803439428,0.526545569604392,-1.90100931842677,0.0573007920757653,0.0889472661473286
"ENSG00000115275","MOGS","protein_coding",3083.35443978459,-0.224080076462242,0.1178744496372,-1.90100634320608,0.0573011817716913,0.0889472661473286
"ENSG00000117983","MUC5B","protein_coding",641.721126176567,1.73566416432643,0.913319758673436,1.9003904687745,0.0573818967829657,0.0890632370327488
"ENSG00000173930","SLCO4C1","protein_coding",606.718584926128,-1.25619468395917,0.661139570824441,-1.90004461900941,0.0574272644548852,0.0891243262943242
"ENSG00000257218","GATC","protein_coding",718.505702853939,-0.316665833525878,0.166666748704328,-1.89999406592884,0.0574338983742213,0.089125296158867
"ENSG00000154429","CCSAP","protein_coding",328.264428039913,0.483193880540692,0.254450523027456,1.89896988534999,0.0575684356104546,0.0893247240270178
"ENSG00000213079","SCAF8","protein_coding",932.988444125543,-0.316268839866179,0.166572151658821,-1.89868976726657,0.0576052777594163,0.0893725397204667
"ENSG00000204954","C12orf73","protein_coding",285.003628638514,0.379881320174995,0.200123667201108,1.89823285515373,0.0576654145646544,0.0894564824623946
"ENSG00000155592","ZKSCAN2","protein_coding",251.277453653432,-0.308930256249032,0.162785779051144,-1.89777177127968,0.0577261533368759,0.0895413413817761
"ENSG00000147364","FBXO25","protein_coding",1516.25937784519,-0.434124886801149,0.228831412562164,-1.89713851756788,0.0578096587809833,0.0896591680171649
"ENSG00000226200","SGMS1-AS1","long_non_coding",283.654933938418,-0.510246112381562,0.268960528510081,-1.89710406656357,0.0578142046194826,0.0896591680171649
"ENSG00000047249","ATP6V1H","protein_coding",1560.24752452485,0.340473718119414,0.179503483361652,1.89675270776473,0.0578605836731616,0.0897195126276401
"ENSG00000156162","DPY19L4","protein_coding",972.067251948575,-0.418102055913905,0.220434527018728,-1.89671764023784,0.0578652142526972,0.0897195126276401
"ENSG00000130255","RPL36","protein_coding",15913.7021819103,0.508119786908943,0.267938081279993,1.89640750012673,0.0579061808909019,0.0897642636887393
"ENSG00000246067","RAB30-DT","long_non_coding",217.944402738908,0.432161240252989,0.227879433156621,1.8964468809959,0.0579009777068937,0.0897642636887393
"ENSG00000177383","MAGEF1","protein_coding",1827.95769797123,0.379787777354375,0.20033793766256,1.89573568434188,0.0579950042020048,0.0898925595489744
"ENSG00000154059","IMPACT","protein_coding",1228.49141870303,-0.366413661176657,0.193333129032599,-1.89524507781009,0.0580599406602685,0.0899838077192374
"ENSG00000228506","AL513550.1","long_non_coding",81.707169035305,-0.657374158328876,0.346875240118661,-1.89513139682152,0.0580749960432619,0.0899883348635249
"ENSG00000255135","AP002360.1","long_non_coding",129.513502102115,0.690185073563177,0.364187875403517,1.89513468233521,0.0580745608795447,0.0899883348635249
"ENSG00000247556","OIP5-AS1","long_non_coding",4575.96316190908,-0.39134505429959,0.206534411125153,-1.89481768276594,0.0581165597072909,0.0900433316179399
"ENSG00000198746","GPATCH3","protein_coding",449.497429073304,-0.390281566059143,0.206055175861888,-1.89406339552827,0.0582165956429295,0.0901889018775779
"ENSG00000147912","FBXO10","protein_coding",192.326762648895,-0.550443637146474,0.290749491535628,-1.89318864923629,0.0583327863497819,0.0903594660198398
"ENSG00000077585","GPR137B","protein_coding",1145.76795457821,0.581887636375752,0.307440506437906,1.89268370364618,0.0583999448615109,0.0904485413046853
"ENSG00000167930","FAM234A","protein_coding",4741.94565754082,0.360034563012245,0.19022648373768,1.89266266157098,0.0584027448821081,0.0904485413046853
"ENSG00000221821","C6orf226","protein_coding",175.693346164677,-0.487815537802961,0.257746326659399,-1.89261877802661,0.0584085847233196,0.0904485413046853
"ENSG00000130755","GMFG","protein_coding",503.194008739033,-0.587704873039426,0.310558103679367,-1.89241519083397,0.0584356836131625,0.0904810584978
"ENSG00000072401","UBE2D1","protein_coding",666.555836655851,0.279632671669829,0.147798194284071,1.89198977040524,0.0584923437821564,0.0905593364276559
"ENSG00000148019","CEP78","protein_coding",506.432798909209,-0.448697989969501,0.237296468325651,-1.89087512821192,0.0586410152793537,0.090780037430683
"ENSG00000231711","LINC00899","long_non_coding",149.431435618677,0.737986844226214,0.390362980163555,1.89051442305572,0.0586891934572022,0.0908451385261138
"ENSG00000267121","AC008105.3","long_non_coding",81.3513020986607,0.785517381706734,0.415691915996665,1.88966239534241,0.058803126471467,0.0910119974772825
"ENSG00000068383","INPP5A","protein_coding",844.385572598229,-0.384898122187568,0.20370443188106,-1.88949311820719,0.0588257840372473,0.0910375656135698
"ENSG00000141458","NPC1","protein_coding",2095.58299427092,0.610895451462266,0.323352600871263,1.88925479435214,0.058857695719716,0.0910774484000864
"ENSG00000215114","UBXN2B","protein_coding",1351.04865942276,-0.378015177980333,0.200127819569134,-1.88886871797325,0.0589094220388766,0.0911479811892987
"ENSG00000074416","MGLL","protein_coding",8909.48911610734,-0.800540735423067,0.424009045948609,-1.88802749156464,0.0590222598443858,0.0913035208606518
"ENSG00000226210","WASH8P","pseudogene",489.187116194403,0.600728277651153,0.318173380498212,1.88805322654743,0.0590188052269853,0.0913035208606518
"ENSG00000062650","WAPL","protein_coding",3281.69846155169,0.35375130841019,0.187379429803182,1.88788763410029,0.0590410369917016,0.0913039996518526
"ENSG00000184786","TCTE3","protein_coding",99.6003524758509,0.540784659852984,0.286443796859364,1.8879258890654,0.0590359004191617,0.0913039996518526
"ENSG00000197070","ARRDC1","protein_coding",1967.84395385902,0.456888317528142,0.242004303334536,1.88793468228769,0.0590347197876247,0.0913039996518526
"ENSG00000065621","GSTO2","protein_coding",447.356279800338,0.952770553723701,0.504953252534,1.88684902798908,0.0591806345876909,0.0915103390538607
"ENSG00000130508","PXDN","protein_coding",3108.20046127704,0.781258863802276,0.414104050788859,1.8866245387216,0.0592108438539662,0.0915475071450043
"ENSG00000156030","MIDEAS","protein_coding",1338.46624651135,-0.486955387515512,0.258136516929924,-1.88642580796774,0.0592375975049555,0.0915793252234208
"ENSG00000130254","SAFB2","protein_coding",2692.19581601394,0.267323948349477,0.141741330010969,1.88599858861766,0.0592951448510931,0.0916587377208351
"ENSG00000135926","TMBIM1","protein_coding",9576.48883659809,0.426760249871635,0.226303474990762,1.88578743604824,0.059323604674143,0.0916931747110139
"ENSG00000267169","AC022098.1","long_non_coding",53.2324360397077,0.467518581419886,0.24794007211567,1.88561121818896,0.0593473645611973,0.0917203408535666
"ENSG00000103187","COTL1","protein_coding",4434.25403189788,0.797452129376524,0.422991536685797,1.88526734039334,0.0593937531904951,0.0917811544167284
"ENSG00000118308","IRAG2","protein_coding",92.7089713734139,-0.675516907680415,0.358321105745784,-1.88522779386506,0.0593990898898446,0.0917811544167284
"ENSG00000111913","RIPOR2","protein_coding",177.285732718406,-0.87027044946867,0.461678392166556,-1.88501446945498,0.0594278843171114,0.0918160812699371
"ENSG00000197756","RPL37A","protein_coding",27654.1445737831,0.487760845828645,0.258767708872651,1.88493706557757,0.0594383351188938,0.0918226628979724
"ENSG00000103024","NME3","protein_coding",1805.33973993805,0.495095555162041,0.262685187982974,1.88474865660918,0.0594637798148156,0.0918332759489113
"ENSG00000124155","PIGT","protein_coding",5391.97774067265,0.323558841162986,0.171671454029287,1.88475622224175,0.0594627578993946,0.0918332759489113
"ENSG00000137077","CCL21","protein_coding",1825.70812581183,1.16117232397049,0.616087454945784,1.88475242378158,0.0594632709683556,0.0918332759489113
"ENSG00000094841","UPRT","protein_coding",369.455196289981,-0.295957468805331,0.15703230834058,-1.88469157673874,0.0594714902544815,0.0918356213903664
"ENSG00000276805","AL133216.2","pseudogene",231.4490476332,-0.418254876774907,0.221938812088526,-1.88455039854893,0.0594905643920981,0.0918555122906099
"ENSG00000166526","ZNF3","protein_coding",1366.18654254693,0.29132392172404,0.154595528522704,1.88442657111687,0.0595072985019696,0.0918717863413358
"ENSG00000166747","AP1G1","protein_coding",4174.39408683512,-0.305305910450564,0.16214842328448,-1.88287930444394,0.0597167264848108,0.0921855211514065
"ENSG00000145216","FIP1L1","protein_coding",471.240398294587,0.266693956589789,0.141723618050165,1.88178907834111,0.0598646592907519,0.0923868188760917
"ENSG00000148516","ZEB1","protein_coding",895.160863489581,-0.561148160297795,0.298200630619282,-1.88178059560921,0.059865811503379,0.0923868188760917
"ENSG00000165175","MID1IP1","protein_coding",2668.33779228742,-0.516727233543906,0.274591834423891,-1.88180116363631,0.059863017772382,0.0923868188760917
"ENSG00000261351","AC116913.1","long_non_coding",66.4814298515128,-0.462968403644405,0.24614053749252,-1.88091083395182,0.0599840492140418,0.0925596564651132
"ENSG00000184986","TMEM121","protein_coding",76.6303742355772,-0.654654314952305,0.348075251593598,-1.88078385910832,0.0600013266999745,0.0925766854898597
"ENSG00000244055","AC007566.1","long_non_coding",138.856108949839,0.525253174715903,0.279398396148056,1.87994341398282,0.0601157902786187,0.0927436448317529
"ENSG00000179528","LBX2","protein_coding",136.294385002133,-0.701282991251826,0.373227746251756,-1.87896799821196,0.0602488629903936,0.092939275701874
"ENSG00000243753","HLA-L","pseudogene",192.771527159102,0.78760191733415,0.419182283660071,1.87890077428187,0.0602580431144711,0.092943770327978
"ENSG00000108947","EFNB3","protein_coding",110.08092901038,-0.868257967698724,0.462209442726313,-1.87849465510129,0.0603135275631725,0.0930196777391051
"ENSG00000177337","DLGAP1-AS1","long_non_coding",311.407076618577,0.547774880295805,0.29162844103882,1.87833147667133,0.060335833103472,0.093044403887575
"ENSG00000078618","NRDC","protein_coding",4568.07231466792,-0.348260062717123,0.185462530753289,-1.87779203326194,0.0604096205477139,0.0931388245284503
"ENSG00000105982","RNF32","protein_coding",63.8624301406986,0.510485170158941,0.271851081688954,1.87781180412233,0.0604069148825579,0.0931388245284503
"ENSG00000196352","CD55","protein_coding",1921.53412746313,0.806516747068425,0.429613390956478,1.87730821256018,0.060475863284612,0.0932312653817031
"ENSG00000111237","VPS29","protein_coding",1921.85275742095,-0.32171946543488,0.17140440203456,-1.87696151100024,0.060523369253665,0.0932948049023445
"ENSG00000135720","DYNC1LI2","protein_coding",2423.1843774423,0.536034427654909,0.285642938619723,1.87658910892432,0.0605744312240017,0.0933638121079074
"ENSG00000174004","NRROS","protein_coding",160.823630794331,-0.8018965473854,0.427435524091371,-1.87606434699139,0.060646444636035,0.0934650942271063
"ENSG00000109956","B3GAT1","protein_coding",505.709062135278,-1.12855202547526,0.601583553127352,-1.87596888180943,0.0606595530075596,0.0934755833982467
"ENSG00000117697","NSL1","protein_coding",1041.5702617544,-0.317220938447756,0.169102579050372,-1.87590834054201,0.0606678671755799,0.093478683352192
"ENSG00000140265","ZSCAN29","protein_coding",761.098952905146,0.380545559522107,0.202916954232926,1.87537586970324,0.0607410323945267,0.0935816965280585
"ENSG00000005302","MSL3","protein_coding",983.92566021486,0.352232615207881,0.187886608759296,1.87470846130994,0.060832842215593,0.0937134104426335
"ENSG00000112562","SMOC2","protein_coding",611.808945987219,0.963091838163389,0.513914859203525,1.8740299505175,0.0609262971299862,0.0938457003105829
"ENSG00000163703","CRELD1","protein_coding",79.9614700821602,-0.428514677543123,0.228663952348546,-1.87399313771132,0.0609313709540799,0.0938457003105829
"ENSG00000182134","TDRKH","protein_coding",388.665730816651,0.708034454557487,0.377848582068865,1.87385764604628,0.0609500484727021,0.0938647200651145
